Age,Height,Weight,CH2O,FAF,TUE,Gender,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,SCC,CALC,MTRANS,obesity_level
25,1.629727,104.947703,2.654517,0.00203,0.802136,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.62,70.0,2.0,2.0,0.0,Male,0,0,2,3,Sometimes,0,0,None,Public_Transportation,3
30,1.69,90.0,2.0,1.0,0.0,Male,1,1,2,3,Frequently,0,0,Frequently,Public_Transportation,4
33,1.85,83.0,3.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,Frequently,Automobile,3
23,1.85,116.160329,2.0,1.07672,1.0,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
37,1.754217,117.849351,2.358038,0.706287,0.325445,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,5
37,1.57,76.0,2.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,4
29,1.63,70.0,2.0,3.0,0.0,Female,0,0,3,3,Sometimes,0,1,None,Automobile,2
21,1.75,80.0,3.0,2.0,0.0,Male,0,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
25,1.629442,104.791035,2.357969,0.108948,0.565315,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
32,1.5,63.0,1.0,0.0,0.0,Female,1,1,3,1,Sometimes,0,1,None,Public_Transportation,2
23,1.631032,83.414072,1.979833,0.279375,2.0,Female,1,1,2,2,Sometimes,0,0,None,Public_Transportation,4
30,1.65731,90.0,2.0,0.545931,0.0,Male,1,1,1,3,Sometimes,0,0,None,Automobile,4
21,1.739991,133.903612,2.843777,1.4164,0.832515,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.88,95.0,3.0,1.0,1.0,Male,1,1,3,3,Sometimes,0,0,None,Public_Transportation,3
25,1.644199,105.036075,2.310076,0.109327,0.555591,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.716497,130.871127,1.71659,1.718543,0.907868,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.81748,64.259379,1.78471,0.0,0.076654,Male,1,0,3,3,Sometimes,0,0,Sometimes,Public_Transportation,0
23,1.75,116.594351,2.0,0.356288,0.739684,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
38,1.5,53.0,2.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,1,Sometimes,Automobile,1
30,1.762921,112.010504,2.023328,0.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
42,1.56,82.0,2.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,None,Automobile,4
21,1.685947,89.673648,2.0,1.293396,0.64676,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
26,1.640741,110.970479,2.644135,0.0,0.357581,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.699568,109.982692,2.417122,0.000454,0.662277,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.65,60.0,2.0,1.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,1
27,1.64,59.0,1.0,0.0,0.0,Male,0,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
38,1.549257,80.005809,2.0,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
21,1.72,75.0,1.0,1.0,0.0,Male,0,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.632983,111.205309,2.739351,0.0,0.237307,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.673394,99.605527,2.0,0.949976,1.690901,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
21,1.716497,133.742943,2.825629,1.586525,0.912187,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.842943,120.919703,2.868132,1.016254,0.739006,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
29,1.759647,112.438508,2.0,0.327418,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
20,1.67,50.0,1.0,2.0,0.0,Female,0,1,3,3,Sometimes,0,0,None,Public_Transportation,0
21,1.75,75.0,2.0,1.0,0.0,Male,0,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
25,1.610488,102.555691,1.042989,0.026033,0.543118,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.641849,111.963186,2.770125,0.0,0.153462,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.704573,82.403076,1.619305,0.073065,1.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
39,1.803527,108.721893,2.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,None,Automobile,4
24,1.553127,100.066268,1.292786,0.743005,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.77,70.0,3.0,1.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
22,1.792527,89.991671,2.0,0.345684,1.36595,Male,1,1,1,1,Sometimes,0,0,None,Public_Transportation,4
27,1.66,62.0,1.0,1.0,0.0,Female,0,1,2,1,None,0,0,Sometimes,Automobile,2
21,1.78,108.0,3.0,1.0,0.0,Male,1,1,2,1,None,0,0,None,Public_Transportation,4
25,1.725548,117.8972,2.0,1.246223,1.516731,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.652485,111.818345,2.631422,0.0,0.081156,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.627532,110.714711,2.507461,0.0,0.732265,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.607939,102.004554,1.000544,1.141708,0.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,5
23,1.706525,90.500055,1.530493,0.967627,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,4
20,1.748584,133.742943,2.858171,1.444382,0.629285,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.650125,111.939671,2.625537,0.0,0.125235,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.6,80.0,3.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
23,1.85,100.0,2.0,2.0,2.0,Male,1,1,2,1,Always,0,0,Frequently,Public_Transportation,4
26,1.65782,111.927001,2.777557,0.0,0.051858,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
24,1.849307,121.284533,2.357978,1.170537,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
38,1.5,78.0,2.0,0.0,0.0,Female,1,1,1,3,Sometimes,0,0,Frequently,Automobile,4
39,1.67,75.0,2.0,2.0,0.0,Female,1,1,2,3,Frequently,0,0,Sometimes,Automobile,2
21,1.809101,160.639405,2.404049,0.425621,0.639894,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.790151,106.875927,2.654517,0.0,0.540812,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
22,1.795311,89.868784,1.835545,0.0,0.037634,Male,1,1,1,1,Sometimes,0,0,Sometimes,Public_Transportation,3
25,1.668709,104.758713,2.72005,1.445148,0.763359,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.85,75.0,2.0,1.0,0.0,Male,1,1,3,3,Frequently,0,1,Sometimes,Public_Transportation,1
31,1.68,73.0,1.0,2.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
33,1.7,83.414072,2.078297,0.743005,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,3
20,1.72,72.0,2.0,2.0,0.0,Male,0,1,3,4,Frequently,0,0,None,Public_Transportation,1
25,1.764484,115.382519,2.041536,1.211048,1.89933,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
20,1.732951,132.94066,1.837184,1.522399,0.92376,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.6,82.0,3.0,1.0,0.0,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
26,1.632983,111.946321,2.737353,0.0,0.091711,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.64599,111.965521,2.770125,0.0,0.465444,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.868127,83.952968,2.0,1.066241,0.790967,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,3
22,1.792527,89.998729,2.0,0.651412,1.441605,Male,1,1,1,2,Sometimes,0,0,None,Public_Transportation,4
23,1.709731,75.970712,1.80996,0.923428,0.160138,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.63,55.0,2.0,1.0,2.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
21,1.729045,131.529267,1.959531,1.425712,0.947884,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.742364,78.664618,1.777805,1.153775,0.0,Female,1,1,3,2,Sometimes,0,0,Sometimes,Public_Transportation,2
25,1.668931,104.988925,1.019684,0.210351,0.629578,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.66877,98.790167,2.0,1.554817,0.0,Male,1,1,2,2,Sometimes,0,0,None,Automobile,4
25,1.656529,110.92217,2.632871,0.065264,0.723154,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.622787,82.0,2.092326,0.0,0.322307,Female,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,4
30,1.774983,120.898397,2.174248,0.882709,0.100048,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
25,1.7,78.0,2.0,0.0,1.0,Female,0,1,2,3,Frequently,0,0,Frequently,Public_Transportation,3
23,1.78,70.0,2.0,2.0,1.0,Male,1,0,2,3,Frequently,0,0,None,Public_Transportation,1
33,1.65,77.272652,1.0,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,None,Automobile,3
31,1.76414,119.081804,1.971774,0.94522,0.36037,Male,1,1,2,3,Sometimes,1,0,Sometimes,Automobile,5
42,1.549311,81.918809,1.0,0.943058,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
20,1.657221,80.420434,2.0,0.926592,1.223661,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
40,1.58,62.0,1.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
25,1.656504,121.04172,2.930137,0.264831,0.010721,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.8,50.0,1.0,2.0,1.0,Male,0,1,2,3,Frequently,0,0,Sometimes,Public_Transportation,0
31,1.613921,102.810704,1.0,1.082236,1.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,5
40,1.783901,109.758736,1.0,0.01586,0.0,Male,1,1,2,2,Sometimes,0,0,None,Automobile,5
26,1.62495,111.00492,2.625537,0.0,0.322666,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.631856,110.804337,2.70485,0.000454,0.278962,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.780731,135.346677,2.699675,1.425712,0.927982,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.741925,133.870501,2.48707,1.493018,0.723366,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.66,60.0,2.0,0.0,0.0,Female,0,1,2,1,Sometimes,0,0,Sometimes,Automobile,1
26,1.786532,120.998266,2.626309,1.685369,1.252677,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.86516,121.889803,2.359246,0.908981,0.092736,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.640824,107.012256,2.61939,0.0,0.565315,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.751688,85.522799,2.005194,1.974656,0.41758,Male,0,1,2,3,Frequently,0,0,Sometimes,Public_Transportation,2
21,1.694633,75.0522,2.793505,1.0,0.176678,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.649178,111.600553,2.691584,0.0,0.402075,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.58,65.0,3.0,0.0,0.704978,Female,1,0,2,3,Sometimes,0,0,None,Public_Transportation,3
24,1.8,60.0,2.0,0.0,1.0,Male,0,1,2,4,Sometimes,0,0,None,Public_Transportation,1
21,1.729719,133.963349,2.569713,1.34139,0.899673,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.700216,80.135167,2.0,2.627515,0.931455,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,3
21,1.65,60.0,3.0,1.0,0.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
22,1.782722,121.658729,1.984323,1.859667,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.643332,110.824698,2.70485,0.0,0.278962,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.766946,116.160329,2.0,0.0,0.61599,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.7456,95.324282,2.0,0.0,1.441605,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
23,1.68,93.5,2.0,1.0,0.0,Male,1,1,3,1,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.761068,133.955091,2.867206,1.612741,0.655571,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.67,75.0,2.0,1.0,1.0,Male,1,1,2,3,Frequently,0,0,Sometimes,Public_Transportation,2
21,1.64,63.0,2.0,1.0,2.0,Female,1,1,3,3,Sometimes,0,0,None,Public_Transportation,1
23,1.65,60.0,2.0,2.0,0.0,Female,0,1,2,4,Sometimes,0,0,None,Public_Transportation,1
26,1.633442,111.886611,2.639816,0.0,0.167272,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
24,1.5,65.0,2.0,0.0,1.0,Female,1,0,2,3,Sometimes,0,0,None,Public_Transportation,3
25,1.61,66.0,2.0,3.0,0.0,Male,1,1,2,4,Frequently,0,0,Frequently,Public_Transportation,2
38,1.75,80.0,2.0,0.0,2.0,Male,0,0,2,3,Sometimes,0,0,None,Automobile,2
22,1.7,84.0,2.0,3.0,0.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,1
45,1.532643,80.0,1.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,None,Automobile,4
37,1.772929,84.315608,2.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,3
21,1.7,60.0,2.0,2.0,0.0,Male,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,1
25,1.649553,104.754958,2.843777,0.0,0.12228,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.67,75.0,2.0,1.0,1.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
32,1.72,83.0,2.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,3
25,1.656504,104.986792,1.615548,0.210351,0.233314,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.868931,121.065052,1.484938,0.74225,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.65,66.0,2.0,1.0,1.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.733439,80.0,2.0,2.698874,1.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,3
23,1.670635,83.314157,1.937674,0.651412,1.34403,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
26,1.74,71.0,2.0,3.0,1.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
22,1.829239,105.10761,2.073497,0.245354,2.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,4
27,1.62,68.0,2.0,1.0,0.0,Female,0,1,1,1,Sometimes,0,0,Sometimes,Automobile,2
21,1.62,70.0,3.0,1.0,1.0,Female,0,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.745644,133.662583,2.879402,1.508897,0.62535,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.627567,105.013901,2.748569,0.0,0.410651,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.773664,115.347176,2.173417,1.541072,0.157007,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.92,91.0,1.0,1.0,0.0,Male,1,1,3,1,Frequently,0,0,Sometimes,Public_Transportation,2
21,1.733439,106.452367,2.118716,0.0,1.441605,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
26,1.643892,110.824698,2.684819,0.0,0.25115,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.7,75.0,2.0,1.0,1.0,Male,1,1,2,3,Frequently,0,0,Sometimes,Public_Transportation,2
22,1.61981,87.906019,2.976229,2.891986,1.206251,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
22,1.645511,82.412665,2.0,0.128548,1.281141,Female,1,1,1,2,Sometimes,0,0,None,Public_Transportation,4
20,1.72,98.0,2.0,1.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.85,91.0,1.0,2.0,1.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.748584,133.742943,2.827773,1.68291,0.629285,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.610225,68.981403,2.654517,0.25289,0.363549,Female,1,1,1,3,None,0,0,Sometimes,Public_Transportation,2
21,1.65,80.0,2.0,1.0,1.0,Male,0,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
38,1.7,78.0,2.0,0.0,0.0,Female,1,1,3,3,Sometimes,0,0,Frequently,Automobile,3
27,1.83,72.0,2.0,2.0,0.0,Male,1,1,3,3,Frequently,0,0,Sometimes,Automobile,1
34,1.68,77.0,2.0,2.0,0.0,Female,1,1,3,1,Sometimes,0,0,Sometimes,Automobile,3
22,1.848553,95.887056,2.0,1.094839,1.191998,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
25,1.610488,104.92057,2.569082,0.01586,0.732265,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.66,58.0,1.0,1.0,0.0,Female,0,0,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
30,1.75,118.40174,2.0,0.933595,1.443212,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
22,1.624367,82.130728,2.017712,1.236114,0.330457,Female,1,1,1,2,Sometimes,0,0,None,Public_Transportation,4
21,1.65,80.0,2.0,2.0,1.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
27,1.765258,118.26569,2.284494,0.64235,0.690082,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,5
26,1.62495,111.9307,2.625537,0.0,0.162494,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.61,59.0,2.0,3.0,0.0,Female,1,1,2,4,Sometimes,0,0,None,Public_Transportation,1
23,1.755938,117.398976,2.426465,1.055854,0.974939,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.641132,111.841706,2.774014,0.0,0.200379,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.705617,83.016968,1.0,1.166064,0.0,Male,1,1,2,2,Sometimes,0,0,None,Automobile,3
36,1.681842,83.3258,2.515765,0.917014,0.0,Female,1,1,2,3,Sometimes,0,0,None,Automobile,3
21,1.9,90.0,3.0,3.0,1.0,Male,1,0,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.869098,120.794535,2.868679,1.859667,0.868788,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.640606,111.942544,2.686824,0.0,0.140792,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.849425,120.644178,3.0,0.112454,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.732492,54.98774,2.891713,0.139808,0.894678,Female,1,1,3,3,Frequently,0,0,None,Public_Transportation,0
25,1.761519,112.089022,2.01499,0.949976,0.001337,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.624134,82.0,2.0,0.0,1.626456,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
20,1.74647,133.870501,2.319912,1.501754,0.857438,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.74,75.0,3.0,2.0,2.0,Male,0,1,3,1,Sometimes,0,0,Sometimes,Walking,2
31,1.854162,99.982541,1.0,0.977929,1.928972,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
26,1.62456,111.818345,2.704507,0.0,0.857438,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.6,69.549931,2.931438,2.146778,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
27,1.784049,120.856677,2.257922,1.48524,0.671458,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
21,1.838441,96.710735,2.0,0.868721,1.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
23,1.65,84.722222,2.0,1.0,0.0,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
25,1.759324,112.555456,2.111908,0.0,1.673584,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
23,1.639383,99.623778,1.941224,0.0,1.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
25,1.640741,104.928643,1.205548,0.010183,0.726118,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.66,61.0,2.0,1.0,1.0,Female,0,0,3,3,Frequently,0,0,Sometimes,Public_Transportation,1
26,1.828391,120.998266,3.0,1.685369,0.630866,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
24,1.872517,121.142535,2.478838,1.63812,0.673009,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.6,50.0,3.0,3.0,1.0,Female,1,1,3,3,Frequently,0,0,None,Public_Transportation,1
26,1.755938,117.849351,2.495961,1.079934,0.026575,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.64456,88.119139,1.0,0.092344,1.556052,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
20,1.787521,105.000276,3.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
40,1.56,80.0,2.0,2.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.747714,133.952675,2.816052,1.427413,0.926565,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.611462,105.031908,1.967707,0.094851,0.436068,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.747987,135.693381,2.530157,1.538922,0.723366,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.75,80.0,2.0,2.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
26,1.622701,111.950413,2.471721,0.0,0.516764,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.631856,111.682693,2.632253,0.0,0.244205,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.781032,82.0,2.976229,2.89118,1.659476,Female,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
25,1.787195,115.627554,2.002194,1.04268,0.357314,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.853223,93.798055,2.0,0.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.706349,75.383716,2.358038,0.305422,0.873936,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.632377,111.993054,2.893117,0.0,0.235711,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.643892,111.829957,2.61939,0.0,0.17403,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
39,1.58,79.0,2.0,0.0,0.0,Female,1,1,3,1,Sometimes,0,0,None,Automobile,4
26,1.829907,119.441207,2.092509,0.986414,0.000355,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.633442,111.555967,2.61939,0.0,0.235711,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.627567,110.21734,2.447306,0.01586,0.436068,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.716691,50.0,1.0,1.950374,0.0,Female,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
26,1.629191,104.936381,2.654636,0.0,0.555468,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.68,68.0,2.0,1.0,2.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
23,1.71,65.0,1.0,2.0,0.0,Male,0,1,2,3,Sometimes,0,0,None,Public_Transportation,1
26,1.838266,117.298233,2.151496,1.858265,0.857718,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
40,1.5,62.0,2.0,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,2
21,1.77,75.0,2.0,1.0,0.0,Male,0,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,2
21,1.746516,133.878843,2.868167,1.582675,0.929356,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.603404,104.936381,1.0,0.0,0.527766,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
28,1.758398,112.010504,2.0,0.0,0.947192,Male,1,1,1,3,Sometimes,0,0,None,Automobile,5
21,1.7,80.0,3.0,2.0,0.0,Male,1,1,3,3,Sometimes,0,0,None,Public_Transportation,3
26,1.819614,118.40174,2.170225,0.882709,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
26,1.640125,111.830924,2.709654,0.0,0.140368,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
39,1.750085,89.991671,1.81786,0.0,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,4
33,1.673482,77.205685,1.880967,0.982134,0.662277,Female,1,1,2,3,Sometimes,0,0,None,Automobile,3
21,1.696412,75.057177,1.636326,0.428259,0.402075,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
23,1.584951,80.562213,2.490613,0.463949,2.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.75,119.081804,2.154326,0.665439,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
31,1.899588,88.431954,1.960131,0.454944,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,3
37,1.611434,103.250355,1.0,0.098043,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,4
24,1.641098,111.275646,2.613928,0.0,0.076693,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
